id,title,description,availability,condition,price,link,image_link,brand,google_product_category,product_type,additional_image_link,sale_price,item_group_id,color,size,material,gender,age_group,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
e2fda84f-4cfd-48a9-aafb-2690cabddba4_ar,برازيـــل - 250g حبوب كاملة,ستمتع بمذاق القهوة االصلي من خالل محصول برازيلي مميز ومنتقي بعناية، يتيح مذاق متوازن وبإيحاءات كالسيكية واضحة كالبندق ، الشوكوالتة يتناسب مع مشروبات الحليب والقهوة السوداء.,in stock,new,49.95 AED,https://thegreenroasteries.com/product/-brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636586/greenroasteries/variations/variations/ESS-BR_var_e2fda84f-4cfd-48a9-aafb-2690cabddba4.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636735/greenroasteries/gallery/gallery/ESS-BR_img_ee09eb72-5a38-4072-b042-7bf6f57e72e8.webp,,43258a5b-6539-4f35-bff8-7ffa45bbd965,Brown,250g,قهوة,unisex,adult,ar,Brazil,تحميص الإسبريسو,تحميص متوسط,حبوب كاملة
16043397-35ab-4726-a3a6-d9a33e369f23_ar,برازيـــل - 250g حبوب مطحونة,ستمتع بمذاق القهوة االصلي من خالل محصول برازيلي مميز ومنتقي بعناية، يتيح مذاق متوازن وبإيحاءات كالسيكية واضحة كالبندق ، الشوكوالتة يتناسب مع مشروبات الحليب والقهوة السوداء.,in stock,new,49.95 AED,https://thegreenroasteries.com/product/-brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636602/greenroasteries/variations/variations/ESS-BR_var_16043397-35ab-4726-a3a6-d9a33e369f23.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636735/greenroasteries/gallery/gallery/ESS-BR_img_ee09eb72-5a38-4072-b042-7bf6f57e72e8.webp,,43258a5b-6539-4f35-bff8-7ffa45bbd965,Brown,250g,قهوة,unisex,adult,ar,Brazil,تحميص الإسبريسو,تحميص متوسط,حبوب مطحونة
e5d449dd-32ba-4663-b057-7cda882e1e94_en,Evening blend - 1000g whole beans,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,215.00 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636533/greenroasteries/variations/variations/ESS-MOR-EV_var_e5d449dd-32ba-4663-b057-7cda882e1e94.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,1000g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,whole beans
ce217316-5054-4196-8ede-fe7f9e774a3b_en,Evening blend - 1000g Ground grains,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,215.00 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636550/greenroasteries/variations/variations/ESS-MOR-EV_var_ce217316-5054-4196-8ede-fe7f9e774a3b.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,1000g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,Ground grains
5e035583-2474-4cb2-b458-45497f04d9b5_en,Evening blend - 500g Ground grains,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,115.00 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636594/greenroasteries/variations/variations/ESS-MOR-EV_var_5e035583-2474-4cb2-b458-45497f04d9b5.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,500g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,Ground grains
4431968c-81d0-457c-8e24-64d0228d571e_en,Evening blend - 250g whole beans,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636609/greenroasteries/variations/variations/ESS-MOR-EV_var_4431968c-81d0-457c-8e24-64d0228d571e.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,250g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,whole beans
254ac179-42d7-4342-953a-0fb7b72e4aca_en,Evening blend - 250g Ground grains,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636585/greenroasteries/variations/variations/ESS-MOR-EV_var_254ac179-42d7-4342-953a-0fb7b72e4aca.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,250g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,Ground grains
92851e22-b585-4efa-88ab-558fb2492f85_en,Evening blend - 500g whole beans,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,115.00 AED,https://thegreenroasteries.com/product/-evening-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636607/greenroasteries/variations/variations/ESS-MOR-EV_var_92851e22-b585-4efa-88ab-558fb2492f85.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ESPRESSO ROAST,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,500g,Coffee,unisex,adult,en,Premium Origin,ESPRESSO ROAST,Medium Roast,whole beans
e5d449dd-32ba-4663-b057-7cda882e1e94_ar,خلطـــة الليـــل - 1000g حبوب كاملة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,215.00 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636533/greenroasteries/variations/variations/ESS-MOR-EV_var_e5d449dd-32ba-4663-b057-7cda882e1e94.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,1000g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب كاملة
ce217316-5054-4196-8ede-fe7f9e774a3b_ar,خلطـــة الليـــل - 1000g حبوب مطحونة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,215.00 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636550/greenroasteries/variations/variations/ESS-MOR-EV_var_ce217316-5054-4196-8ede-fe7f9e774a3b.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,1000g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب مطحونة
5e035583-2474-4cb2-b458-45497f04d9b5_ar,خلطـــة الليـــل - 500g حبوب مطحونة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,115.00 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636594/greenroasteries/variations/variations/ESS-MOR-EV_var_5e035583-2474-4cb2-b458-45497f04d9b5.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,500g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب مطحونة
4431968c-81d0-457c-8e24-64d0228d571e_ar,خلطـــة الليـــل - 250g حبوب كاملة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636609/greenroasteries/variations/variations/ESS-MOR-EV_var_4431968c-81d0-457c-8e24-64d0228d571e.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,250g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب كاملة
254ac179-42d7-4342-953a-0fb7b72e4aca_ar,خلطـــة الليـــل - 250g حبوب مطحونة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636585/greenroasteries/variations/variations/ESS-MOR-EV_var_254ac179-42d7-4342-953a-0fb7b72e4aca.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,250g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب مطحونة
92851e22-b585-4efa-88ab-558fb2492f85_ar,خلطـــة الليـــل - 500g حبوب كاملة,محصول مميز من المحامص الخضراء يتمتع المحصول بنوتات غنية وجميلة تتناسب مع محبي مشروبات الفلتر الكالسيكي الخالي من التعقيد وتبرز حالوة المحصول مع مشروبات الحليب بكل أنواعه ويعتبر هذا المحصول مزيج خاص من اختيارنا الجود المحاصيل.,in stock,new,115.00 AED,https://thegreenroasteries.com/product/-evening-blend?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636607/greenroasteries/variations/variations/ESS-MOR-EV_var_92851e22-b585-4efa-88ab-558fb2492f85.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",تحميص الإسبريسو,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636750/greenroasteries/gallery/gallery/ESS-MOR-EV_img_d8ddae2c-d3c9-43d1-bbe7-3be3fba26cca.webp,,f07e6679-6d37-489d-808d-29d0856621a6,Brown,500g,قهوة,unisex,adult,ar,أصل مميز,تحميص الإسبريسو,تحميص متوسط,حبوب كاملة
56ad4524-523e-406d-af56-556123909a6c_en,Afternoon Blend - 1000g Ground grains,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,215.00 AED,https://thegreenroasteries.com/product/afternoon-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636440/greenroasteries/variations/variations/AFTRN-MED-ROAS_var_56ad4524-523e-406d-af56-556123909a6c.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",FILTER COFFEE,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636780/greenroasteries/gallery/gallery/AFTRN-MED-ROAS_img_b47ab4a9-7383-4fa4-8359-c101fdeb4a65.webp,,f32a9098-08b7-4e94-a5d4-4d8e9c3a0973,Brown,1000g,Coffee,unisex,adult,en,Afternoon Blend,FILTER COFFEE,Medium Roast,Ground grains
d4ca0087-6b00-4817-919c-ebfe64af78e6_en,Afternoon Blend - 500g Ground grains,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/afternoon-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636441/greenroasteries/variations/variations/AFTRN-MED-ROAS_var_d4ca0087-6b00-4817-919c-ebfe64af78e6.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",FILTER COFFEE,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636780/greenroasteries/gallery/gallery/AFTRN-MED-ROAS_img_b47ab4a9-7383-4fa4-8359-c101fdeb4a65.webp,,f32a9098-08b7-4e94-a5d4-4d8e9c3a0973,Brown,500g,Coffee,unisex,adult,en,Afternoon Blend,FILTER COFFEE,Medium Roast,Ground grains
27600c20-2176-4f9f-bfba-9694fa5ce5f8_en,Afternoon Blend - 500g whole beans,A distinctive crop of green roasters with rich and beautiful notes that suit lovers of classic filter drinks that are free of complexity. The sweetness of the crop is highlighted with milk drinks of all kinds. This crop is considered a special blend of our selection of the finest crops.,in stock,new,64.95 AED,https://thegreenroasteries.com/product/afternoon-blend,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636443/greenroasteries/variations/variations/AFTRN-MED-ROAS_var_27600c20-2176-4f9f-bfba-9694fa5ce5f8.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",FILTER COFFEE,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636780/greenroasteries/gallery/gallery/AFTRN-MED-ROAS_img_b47ab4a9-7383-4fa4-8359-c101fdeb4a65.webp,,f32a9098-08b7-4e94-a5d4-4d8e9c3a0973,Brown,500g,Coffee,unisex,adult,en,Afternoon Blend,FILTER COFFEE,Medium Roast,whole beans
